#	x	bhikkhupātimokkhapāḷi	pos	grammar	+case	tamil	meaning	lit. meaning	root	rt gp	sign	base	construction	compound type	compound construction	abbrev	source	sentence	aṭṭhakathā	comments	test number	test	unnamed.1	unnamed.2	unnamed.3
1.0	1.0	namo	ind	nom sg of namas	+dat	நமோ	homage (to), respect (to)	bending (to), bowing (to)	√nam (to bend)	1.0	a		√nam + as			NI	nidānuddeso	namo tassa bhagavato arahato sammāsambuddhassa.		audio	2022-05-11	= COUNTIFS(C$2:C2,C2)	C2	C2	1.0
1.0	16.0	āvuso	noun	masc voc sg or pl of āyasmantu		ஆயுஷ்மான்களே	friend(s), brother(s)	having long life					āyus + mantu			NI	nidānuddeso	suṇātu me āvuso saṅgho			2022-05-11	= COUNTIFS(C$2:C13,C13)	C13	C13	1.0
1.0	4.0	saṅgho	noun	masc nom sg of saṅgha		சங்கமே	community, assembly, group	joined together	√ghaṭ (to join together)	1.0	a		saṃ + √ghaṭ + a			NI	nidānuddeso	suṇātu me bhante saṅgho			2022-05-11	= COUNTIFS(C$2:C14,C14)	C14	C14	1.0
 	 																				2022-05-11	#N/A	#N/A	#N/A	
1.0	1.0	ajjuposatho	comp	sandhi		இன்று உபவாசம்	today is the observance day						ajja + uposatho			NI	nidānuddeso	ajj'uposatho pannaraso, yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C16,C16)	C16	C16	1.0
1.0	2.0	- ajja	ind	adv		இன்று	today, now, presently									NI	nidānuddeso	ajj'uposatho pannaraso, yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C17,C17)	C17	C17	1.0
1.0	1.0	- uposatho	noun	masc nom sg of uposatha		உபவாசம்	observance day	living near	√vas (to live)	1.0	a		upa + √vas + a + tha			NI	nidānuddeso	ajj'uposatho pannaraso, yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C18,C18)	C18	C18	1.0
1.0	1.0	paṇṇaraso	ordinal	masc nom sg of paṇṇarasa, comp		15 ஆவது	fifteenth 15th						pañca + dasa	dvanda	pañca + dasa	NI	nidānuddeso	ajj'uposatho pannaraso, yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C19,C19)	C19	C19	1.0
1.0	1.0	cātuddaso	ordinal	masc nom sg of cātuddasa, comp		14 ஆவது	fourteenth 14th						catu + dasa	dvanda	catu + dasa	NI	nidānuddeso	ajj'uposatho cātuddaso, yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C20,C20)	C20	C20	1.0
 	 																				2022-05-11	#N/A	#N/A	#N/A	
1.0	1.0	yadi	ind			ஆல்	if									NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C22,C22)	C22	C22	1.0
1.0	4.0	saṅghassa	noun	masc dat sg of saṅgha		சங்கத்திற்க்கு	for the community, assembly, group	joined together	√ghaṭ (to join together)	1.0	a		saṃ + √ghaṭ + a			NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C23,C23)	C23	C23	1.0
1.0	1.0	pattakallaṃ	noun	nt nom sg of pattakalla, comp		தகுந்த நேரம்	good time, suitable occasion	reached time					patta + kalla	accusative tappurisa	patta + kallaṃ	NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C24,C24)	C24	C24	1.0
1.0	2.0	- patta	pp	pp of of pāpuṇāti	+acc	தகுந்த	reached, attained, accomplished	reached	√ap (to reach, attain)	4.0	uṇā, ṇo		pa + √ap + ta			NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C25,C25)	C25	C25	1.0
1.0	2.0	- kallaṃ	noun	masc acc sg of kāla		நேரம்	time, occasion		√kal (to spend time)	8.0	e		√kal + *a			NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.	(KV) yadi saṅghassa pattakallanti ettha patto kālo imassa kammassāti pattakālaṃ, pattakālameva pattakallaṃ.		2022-05-11	= COUNTIFS(C$2:C26,C26)	C26	C26	1.0
2.0	2.0	- kallaṃ	noun	masc acc sg of kalla	noun	நேரம்	time, occasion	0.0	√kal (to spend time)	8.0	e	0.0	√kal + *a	0.0	0.0	NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C27,C27)	C27	C27	1.0
2.0	4.0	saṅgho	noun	masc nom sg of saṅgha	0.0	சங்கமே	community, assembly, group	joined together	√ghaṭ (to join together)	1.0	a	0.0	saṃ + √ghaṭ + a	0.0	0.0	NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C28,C28)	C28	C28	1.0
1.0	1.0	uposathaṃ	noun	masc acc sg of uposatha		உபவாசத்தை	observance day	living with	√vas (to live)	1.0	a		upa + √vas + a + tha			NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C29,C29)	C29	C29	1.0
1.0	1.0	kareyya	verb	opt 3rd sg of karoti	+acc	செய்யலாம்	he should conduct, can perform	could do	√kar (to do, make)	7.0	o	√kar + o > karo	karo + ti			NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C30,C30)	C30	C30	1.0
1.0	2.0	pātimokkhaṃ	noun	masc acc sg of pātimokkha		இயம நியமத்தை	disciplinary code, precepts	leading to liberation	√mokkh (to be free)	1.0	a		pa + ati + √mokkh + a			NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.	(KV) tattha pātimokkhanti paatimokkhaṃ atipamokkhaṃ atiseṭṭhaṃ atiuttamanti attho.		2022-05-11	= COUNTIFS(C$2:C31,C31)	C31	C31	1.0
1.0	1.0	uddiseyya	verb	opt 3rd sg of uddisati	+acc	பாராயணஞ்செய்யலாம்	he should recite	could point up	√dis (to point out, explain)	1.0	a	√dis + a > disa	ud + disa + ti			NI	nidānuddeso	yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ uddiseyya.			2022-05-11	= COUNTIFS(C$2:C32,C32)	C32	C32	1.0
 	 																				2022-05-11	#N/A	#N/A	#N/A	
1.0	3.0	kiṃ	pron	nt nom sg of ka		ஆ?	what?									NI	nidānuddeso	kiṃ saṅghassa pubbakiccaṃ?			2022-05-11	= COUNTIFS(C$2:C34,C34)	C34	C34	1.0
2.0	4.0	saṅghassa	noun	masc dat sg of saṅgha	0.0	சங்கத்திற்க்கு	for the community, assembly, group	joined together	√ghaṭ (to join together)	1.0	a	0.0	saṃ + √ghaṭ + a	0.0	0.0	NI	nidānuddeso	kiṃ saṅghassa pubbakiccaṃ?			2022-05-11	= COUNTIFS(C$2:C35,C35)	C35	C35	1.0
1.0	1.0	pubbakiccaṃ	noun	nt nom sg of pubbakicca, comp		முதல் வேலை	preliminary duty	what should be done before					pubba + kicca	kammadhāraya	pubba + kicca	NI	nidānuddeso	kiṃ saṅghassa pubbakiccaṃ?			2022-05-11	= COUNTIFS(C$2:C36,C36)	C36	C36	1.0
1.0	2.0	- pubba	adj			முதல்  	before, preliminary, preceding									NI	nidānuddeso	kiṃ saṅghassa pubbakiccaṃ?			2022-05-11	= COUNTIFS(C$2:C37,C37)	C37	C37	1.0
1.0	1.0	- kiccaṃ	noun	nt nom sg of kicca, ptp of karoti		வேலை	duty, obligation	should be done	√kar (to do, make)	7.0	o		√kar + tya			NI	nidānuddeso	kiṃ saṅghassa pubbakiccaṃ?			2022-05-11	= COUNTIFS(C$2:C38,C38)	C38	C38	1.0
 	 															NI	nidānuddeso				2022-05-11	#N/A	#N/A	#N/A	
1.0	1.0	pārisuddhiṃ	noun	fem acc sg of pārisuddhi		பரிசுத்தத்தை	complete purity, innocence		√sudh (to be pure)	3.0	ya		pari + √sudh + ta + *i			NI	nidānuddeso	pārisuddhiṃ āyasmanto ārocetha			2022-05-11	= COUNTIFS(C$2:C40,C40)	C40	C40	1.0
1.0	14.0	āyasmanto	noun	masc voc pl of āyasmantu		ஆயுஷ்மான்களே	venerables	having long life					āyus + mantu			NI	nidānuddeso	pārisuddhiṃ āyasmanto ārocetha			2022-05-11	= COUNTIFS(C$2:C41,C41)	C41	C41	1.0
1.0	1.0	ārocetha	verb	imp 2nd pl of āroceti	+acc	கூறுங்கள்	you all must state, announce, declare		√ruc (to shine, approve)	8.0	*e	√ruc + *e > roce	ā + roce + ti			NI	nidānuddeso	pārisuddhiṃ āyasmanto ārocetha			2022-05-11	= COUNTIFS(C$2:C42,C42)	C42	C42	1.0
 	 															NI	nidānuddeso				2022-05-11	#N/A	#N/A	#N/A	
2.0	2.0	pātimokkhaṃ	noun	masc acc sg of pātimokkha	0.0	இயம நியமத்தை	disciplinary code, precepts	leading to liberation	√mokkh (to be free)	1.0	a	0.0	pa + ati + √mokkh + a	0.0	0.0	NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C44,C44)	C44	C44	1.0
1.0	1.0	uddisissāmi	verb	fut 1st sg of uddisati	+acc	பாரயணஞ்செய்கிறேன்	I will recite	I will point up	√dis (to point out, explain)	1.0	a	√dis + a > disa	ud + disa + ti			NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C45,C45)	C45	C45	1.0
1.0	37.0	taṃ	pron	masc acc sg of ta		அதை	that									NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C46,C46)	C46	C46	1.0
1.0	1.0	sabbeva	comp	sandhi		எல்லோரும்	one and all	just all					sabbe + eva			NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C47,C47)	C47	C47	1.0
1.0	1.0	- sabbe	pron	masc nom pl of sabba		எல்லா	everybody, all									NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C48,C48)	C48	C48	1.0
1.0	20.0	- eva	ind			ம்..	just, only									NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C49,C49)	C49	C49	1.0
1.0	2.0	santā	prp	masc nom pl of santa, prp of atthi		இருங்கள்	present	being, existing	√as (to be)	1.0	a	√as > sa	sa + nta			NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C50,C50)	C50	C50	1.0
1.0	2.0	sādhukaṃ	ind	adv		கவனமாக	well, carefully, thoroughly						sādhu + ka + aṃ			NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C51,C51)	C51	C51	1.0
1.0	1.0	suṇoma	verb	imp 1st pl of suṇoti	+acc	கேட்போம்	we must listen		√su (to hear)	4.0	ṇo	√su + ṇo > suṇo	suṇo + ti			NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C52,C52)	C52	C52	1.0
1.0	1.0	manasikaroma	comp verb	imp 1st pl of manasikaroti, comp verb		கவனிப்போம்	we must pay attention, keep in mind	we must make in mind					manasi + karoti	verbal comp	manasi + karoti	NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C53,C53)	C53	C53	1.0
1.0	1.0	- manasi	noun	masc loc sg of manas		மனதில்	in mind		√man (to think)	3.0	ya		√man + as			NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C54,C54)	C54	C54	1.0
1.0	1.0	- karoma	verb	imp 1st pl of karoti	+acc	செய்வோம்	we must make		√kar (to do, make)	7.0	o	√kar + o > karo	karo + ti			NI	nidānuddeso	pātimokkhaṃ uddisissāmi, taṃ sabb'eva santā sādhukaṃ suṇoma manasi karoma.			2022-05-11	= COUNTIFS(C$2:C55,C55)	C55	C55	1.0
 	 															NI	nidānuddeso				2022-05-11	#N/A	#N/A	#N/A	
1.0	3.0	yassa	pron	masc dat sg of ya		யாருக்காக	for whoever									NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C57,C57)	C57	C57	1.0
1.0	4.0	siyā	verb	opt 3rd sg of atthi	+nom	இருந்தாலும்	there could be		√as (to be)	1.0	a	√as + a > siya	siya + a			NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C58,C58)	C58	C58	1.0
1.0	2.0	āpatti	noun	fem nom sg, from āpajjati		தவறு	offence, transgression, wrongdoing	go wrong	√pad (to go, step)	3.0	ya		ā + √pad + ti			NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C59,C59)	C59	C59	1.0
1.0	1.0	yassa siyā āpatti	idiom			தவறு யார் செய்திருந்தாலும்  	whoever has an offence	for whoever there may be offence								NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C60,C60)	C60	C60	1.0
1.0	37.0	so	pron	masc nom sg of ta		அவர்	he, that									NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C61,C61)	C61	C61	1.0
1.0	1.0	āvikareyya	verb	opt 3rd sg of āvikaroti, comp verb	+acc	தெரிய செய்ய வேண்டும்	he should openly reveal	he should make open					āvi + kareyya			NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C62,C62)	C62	C62	1.0
1.0	3.0	- āvi	ind	adv		தெரிய	open, full view, in plain sight									NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C63,C63)	C63	C63	1.0
1.0	1.0	- kareyya	verb	opt 3rd sg of karoti	+acc	செய்ய வேண்டும்	he should do, make		√kar (to do, make)	7.0	o	√kar + o > karo	karo + eyya			NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C64,C64)	C64	C64	1.0
1.0	1.0	asantiyā	prp	fem loc sg of santa, prp of atthi, neg		இல்லாதபோது	when there is no	when not being, existing	√as (to be)	1.0	a	√as + a > sa	sa + nta			NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C65,C65)	C65	C65	1.0
1.0	2.0	āpattiyā	noun	fem loc sg of āpatti, from āpajjati		தவறு	when offence, transgression, wrongdoing	when go wrong	√pad (to go, step)	3.0	ya		ā + √pad + ti			NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C66,C66)	C66	C66	1.0
1.0	10.0	tuṇhī	ind			அமைதியாக	silent, silence, silently									NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C67,C67)	C67	C67	1.0
1.0	1.0	bhavitabbaṃ	ptp	nt nom sg of bhavitabba, ptp of bhavati		இருக்கபட வேண்டும்	there should be	it should be	√bhū (to be)	1.0	a	√bhū + a > bhava	bhava + itabba			NI	nidānuddeso	yassa siyā āpatti, so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ			2022-05-11	= COUNTIFS(C$2:C68,C68)	C68	C68	1.0
 	 															NI	nidānuddeso				2022-05-11	#N/A	#N/A	#N/A	
1.0	1.0	tuṇhībhāvena	noun	masc instr sg of tuṇhībhāva, comp		அமைதியினால்	because of the silence, due to silence	by state of silence					tuṇhī + bhāva	abyāyibhāva		NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.			2022-05-11	= COUNTIFS(C$2:C70,C70)	C70	C70	1.0
1.0	42.0	kho	ind	emph		நிச்சயமாக	truly, indeed, then									NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.			2022-05-11	= COUNTIFS(C$2:C71,C71)	C71	C71	1.0
1.0	1.0	panāyasmante	comp	sandhi		மற்றும் ஆயுஷ்மந்தர்களை	and the venerables						pana + āyasmante			NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.			2022-05-11	= COUNTIFS(C$2:C72,C72)	C72	C72	1.0
1.0	4.0	- pana	ind			மற்றும்	then, now, so, but									NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.			2022-05-11	= COUNTIFS(C$2:C73,C73)	C73	C73	1.0
1.0	3.0	- āyasmante	noun	masc acc pl of āyasmantu		ஆயுஷ்மந்தர்களை	venerables (object)	having long life					āyus + mantu			NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.			2022-05-11	= COUNTIFS(C$2:C74,C74)	C74	C74	1.0
1.0	1.0	parisuddhāti	comp	sandhi		பரிசுத்தம்,என		“pure”					parisuddha + iti			NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.			2022-05-11	= COUNTIFS(C$2:C75,C75)	C75	C75	1.0
1.0	2.0	- parisuddhā	adj	masc nom pl of parisuddha, pp of parisujjhati		பரிசுத்தம்	pure, innocent	purified	√sudh (to be pure)	3.0	ya		pari + √sudh + ta			NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.		?	2022-05-11	= COUNTIFS(C$2:C76,C76)	C76	C76	1.0
1.0	45.0	- iti	ind			என	“”	thus								NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.			2022-05-11	= COUNTIFS(C$2:C77,C77)	C77	C77	1.0
1.0	1.0	vedissāmi	verb	1st fut sg of vedeti	+acc	தெரிந்துகொள்வேன்	I will know, understand		√vid (to know, sense)	8.0	*e	√vid + *e > vede	vede + ti			NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.			2022-05-11	= COUNTIFS(C$2:C78,C78)	C78	C78	1.0
 	 															NI	nidānuddeso				2022-05-11	#N/A	#N/A	#N/A	
1.0	5.0	yathā	ind	adv		எனில்	like, as						ya + thā			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C80,C80)	C80	C80	1.0
2.0	42.0	kho	ind	emph	0.0	நிச்சயமாக	truly, indeed, then	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C81,C81)	C81	C81	1.0
1.0	124.0	pana	ind			இப்போது	then, now, so, but									NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C82,C82)	C82	C82	1.0
1.0	1.0	paccekapuṭṭhassa	noun	masc dat sg of paccekapuṭṭha, comp		தனிப்பட்ட முறையில் கேட்ட கேள்விக்கு	for (the monk) who is asked individually	for asked singly					pacceka + puṭṭhassa	abyayībhāva > bahubbīhi	pacceka + puṭṭha	NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C83,C83)	C83	C83	1.0
1.0	1.0	- paccekaṃ	ind	adv		தனிப்பட்ட முறையில்	individually, personally, singly						pati > paty > pacc + eka + aṃ			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C84,C84)	C84	C84	1.0
1.0	1.0	- puṭṭhassa	pp	masc dat sg of puṭṭha, pp of pucchati		கேட்ட கேள்விக்கு	for (the person) who is asked	for asked	√pucch (to ask)	1.0	a		√pucch + ta			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C85,C85)	C85	C85	1.0
1.0	1.0	veyyākaraṇaṃ	noun	nt acc sg of veyyākaraṇa		பதில்	answer, explanation	doing in detail	√kar (to do, make)	7.0	o		vi + ā > vyā > veyyā + √kar + aṇa + *a			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C86,C86)	C86	C86	1.0
1.0	20.0	hoti	verb	pr 3rd sg	+nom	இருக்கிறது	there is	it is	√hū (to be)	1.0	a	√hū + a > ho	ho + ti			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C87,C87)	C87	C87	1.0
1.0	1.0	evamevaṃ	comp	sandhi		எப்படியோ அப்படியே	exactly in the same way, just like this						evaṃ + evaṃ			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C88,C88)	C88	C88	1.0
1.0	7.0	- evaṃ	ind	adv		எப்படியோ	thus, like this, as									NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C89,C89)	C89	C89	1.0
2.0	7.0	- evaṃ	ind	adv	0.0	எப்படியோ	thus, like this, as	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti			2022-05-11	= COUNTIFS(C$2:C90,C90)	C90	C90	1.0
